Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Fri Jun 08 08:57:48 +0000 2018,0.0,1.0,0.0,Making food crops that feed themselves https://t.co/L4gtmnZYwq,21,BBCWorld
0.3612,Fri Jun 08 07:26:35 +0000 2018,0.0,0.839,0.161,"RT @BBC_HaveYourSay: ""My name is Michael Patterson, sir. Thank you for delivering me."" 

https://t.co/4ktgD2zmIx",22,BBCWorld
-0.5994,Fri Jun 08 07:04:28 +0000 2018,0.281,0.719,0.0,Tariffs and Trump: War of words ahead of G7 summit https://t.co/biWNYzibei,23,BBCWorld
-0.4019,Fri Jun 08 07:04:00 +0000 2018,0.129,0.815,0.056,"RT @BBCStreeter: France has banned mobile phones in schools, should other countries do the same? On #bbcbizlive ⁦⁦@BBCBusiness⁩ we want to…",24,BBCWorld
0.0,Fri Jun 08 06:21:39 +0000 2018,0.0,1.0,0.0,Australia indigenous treaties: Historic steps 'beginning of journey' https://t.co/xCgiEZ6arL,25,BBCWorld
-0.3818,Fri Jun 08 03:11:30 +0000 2018,0.206,0.794,0.0,Big fight to bring arm wrestling to South Africa's townships https://t.co/Fj7KlFhCN2,26,BBCWorld
0.5423,Fri Jun 08 03:11:30 +0000 2018,0.0,0.696,0.304,Trump-Kim summit: Can you achieve peace on a plate? https://t.co/N7eeTPsyH3,27,BBCWorld
0.0964,Fri Jun 08 03:08:52 +0000 2018,0.102,0.783,0.115,RT @BBCMaryam: French school kids are to be banned from using mobile phones on school grounds in France from Sept. Is this a good thing ? O…,28,BBCWorld
0.0,Fri Jun 08 02:31:17 +0000 2018,0.0,1.0,0.0,Doug Ford: Ex-Toronto mayor's brother set to be Ontario premier https://t.co/Te5Kj7pBl4,29,BBCWorld
0.2023,Fri Jun 08 02:10:24 +0000 2018,0.0,0.833,0.167,IMF agrees to loan up to $50bn for Argentina https://t.co/mE818MXK46,30,BBCWorld
0.0,Fri Jun 08 01:36:11 +0000 2018,0.0,1.0,0.0,Canada moves a step closer to legalising marijuana https://t.co/g31HAMjAqT,31,BBCWorld
0.0,Fri Jun 08 01:18:43 +0000 2018,0.0,1.0,0.0,"US to send 1,600 immigration detainees to federal prisons https://t.co/JisMU9COyf",32,BBCWorld
0.3182,Fri Jun 08 00:33:47 +0000 2018,0.0,0.897,0.103,US President Donald Trump said he would consider inviting North Korea's Kim Jong-un to the White House if their sum… https://t.co/Qux6rLCASx,33,BBCWorld
-0.1531,Thu Jun 07 23:56:30 +0000 2018,0.182,0.682,0.136,UN sanctions top people smugglers in Libya in global first https://t.co/GLAS7ok1EY,34,BBCWorld
0.3182,Thu Jun 07 23:46:56 +0000 2018,0.0,0.796,0.204,Mexico candidate López Obrador thrives on promise of change https://t.co/629EgGPCut,35,BBCWorld
-0.5267,Thu Jun 07 23:44:48 +0000 2018,0.298,0.702,0.0,Viewpoint: Will Pakistan mend its ways on terror? https://t.co/mqPilVt63E,36,BBCWorld
0.0,Thu Jun 07 23:44:46 +0000 2018,0.0,1.0,0.0,Will the G7 summit be dominated by a trade row? https://t.co/fBR7R0Ynsm,37,BBCWorld
0.2732,Thu Jun 07 23:33:14 +0000 2018,0.0,0.792,0.208,Turkey’s Erdogan faces surprise test in tight vote https://t.co/e27FsI9Mrl,38,BBCWorld
0.0,Thu Jun 07 23:23:57 +0000 2018,0.0,1.0,0.0,Africa's week in pictures: 1-7 June 2018 https://t.co/9kEBFNgC8G,39,BBCWorld
0.1779,Thu Jun 07 23:09:33 +0000 2018,0.168,0.611,0.221,Guatemala volcano: 'There's no hope for finding my family' https://t.co/kVLiofAbdO,40,BBCWorld
0.0,Thu Jun 07 20:44:38 +0000 2018,0.0,1.0,0.0,New Prince album announced on 60th birthday https://t.co/D0YhZH3scJ,41,BBCWorld
-0.8555,Thu Jun 07 19:50:04 +0000 2018,0.545,0.455,0.0,Kate Spade: Death ruled suicide by medical examiner https://t.co/sZYQgj95Rp,42,BBCWorld
0.0,Thu Jun 07 19:45:09 +0000 2018,0.0,1.0,0.0,Ghana dissolves football association amid corruption claims https://t.co/Iq1ltQIcot,43,BBCWorld
0.0,Thu Jun 07 19:31:25 +0000 2018,0.0,1.0,0.0,Ask Putin: The phone-in with a difference https://t.co/9r1u9DtyMb,44,BBCWorld
0.1531,Thu Jun 07 19:15:58 +0000 2018,0.0,0.849,0.151,Trump-Kim summit: North Korea leader may get US invite https://t.co/quH9Py6ngW,45,BBCWorld
0.6705,Thu Jun 07 18:51:15 +0000 2018,0.0,0.735,0.265,"US President Donald Trump says if North Korea summit goes well, he will invite Kim Jong-un to the United States… https://t.co/8DEVLVuzGG",46,BBCWorld
0.7184,Thu Jun 07 18:40:22 +0000 2018,0.0,0.76,0.24,"""A major step forward is about to be taken"" - Japan PM Shinzo Abe says he values President Trump's ""strong commitme… https://t.co/B9eLEuyvzb",47,BBCWorld
0.7003,Thu Jun 07 18:32:36 +0000 2018,0.0,0.734,0.266,"""I hope the upcoming meeting... represents the beginning of a bright new future for North Korea"" - President Trump… https://t.co/ySe120KVo5",48,BBCWorld
-0.5574,Thu Jun 07 17:45:14 +0000 2018,0.265,0.735,0.0,French MPs back ban on mobile phone use in schools https://t.co/5fdw3o4Vro,49,BBCWorld
0.0,Thu Jun 07 17:29:36 +0000 2018,0.0,1.0,0.0,Tornado sweeps across Laramie in Wyoming https://t.co/mIwXkkaZXR,50,BBCWorld
0.0,Thu Jun 07 17:26:44 +0000 2018,0.0,1.0,0.0,Oldest 'footprints' found in China https://t.co/SwHZs1Nn0g,51,BBCWorld
0.8402,Thu Jun 07 17:03:36 +0000 2018,0.0,0.667,0.333,This is the remarkable story of a convent of Mexican nuns helping to save one of the world's most endangered amphib… https://t.co/eBLEuxGfZB,52,BBCWorld
0.0,Thu Jun 07 16:42:20 +0000 2018,0.0,1.0,0.0,How a BBC crew was followed in World Cup 2018 Russia https://t.co/sYqVcSNX0R,53,BBCWorld
-0.4939,Thu Jun 07 16:42:19 +0000 2018,0.286,0.714,0.0,Rogue Baltimore police unit ringleader Wayne Jenkins jailed https://t.co/H3bIZdOWHb,54,BBCWorld
0.0772,Thu Jun 07 16:19:45 +0000 2018,0.0,0.755,0.245,What Nicaragua demonstrators want https://t.co/bKwW2QpIZz,55,BBCWorld
0.0,Thu Jun 07 16:14:38 +0000 2018,0.0,1.0,0.0,Georgians put the boot in over PM's alleged use of bots https://t.co/DIHSJz7dzl,56,BBCWorld
-0.5994,Thu Jun 07 16:04:30 +0000 2018,0.328,0.672,0.0,Avengers superfan watches Infinity War film 43 times https://t.co/nZWOad3JDI,57,BBCWorld
-0.765,Thu Jun 07 15:32:15 +0000 2018,0.524,0.476,0.0,Kate Spade death: Mental illness 'doesn't discriminate' https://t.co/c6543I9kot,58,BBCWorld
0.4404,Thu Jun 07 15:17:30 +0000 2018,0.131,0.611,0.258,Silent alert system for women who are being attacked in the street wins $1m XPrize #BBCWorldHacks https://t.co/ehis3Uqfi8,59,BBCWorld
0.0,Thu Jun 07 15:11:02 +0000 2018,0.0,1.0,0.0,Korean woman survives six days in Australian wilderness https://t.co/UpXmoQRUWS,60,BBCWorld
-0.7783,Thu Jun 07 15:11:00 +0000 2018,0.531,0.469,0.0,Israel blames Iran for Gaza border violence https://t.co/RGFIss4CCu,61,BBCWorld
-0.7003,Thu Jun 07 14:45:00 +0000 2018,0.492,0.508,0.0,Ship hack 'risks chaos in English Channel' https://t.co/jHTA8WDpQl,62,BBCWorld
-0.6124,Thu Jun 07 14:42:29 +0000 2018,0.25,0.75,0.0,"The moment Arizona police officers brutally beat up an unarmed man

https://t.co/dH23CYgyrI https://t.co/lA2QyRIWWM",63,BBCWorld
-0.6486,Thu Jun 07 14:18:02 +0000 2018,0.35,0.65,0.0,Israeli PM Netanyahu: Iran nuclear deal is dead https://t.co/sv8hyYJkQa,64,BBCWorld
0.8043,Thu Jun 07 14:08:59 +0000 2018,0.082,0.564,0.353,"This elderly man was struggling slowly across a busy road - but help was at hand!

https://t.co/wqgxKtyMMq https://t.co/o9jnoATohw",65,BBCWorld
0.6705,Thu Jun 07 14:06:05 +0000 2018,0.0,0.792,0.208,RT @BBCkatyaadler: The EU doesn‘t like the reference to a time-limit; it won’t cut the mustard for them as an Irish border backstop. While…,66,BBCWorld
0.0,Thu Jun 07 13:59:30 +0000 2018,0.0,1.0,0.0,RT @BBCkatyaadler: The U.K. proposal for an if-all-else-fails backstop on customs relations with the EU -aimed at not alienating anyone - i…,67,BBCWorld
0.0,Thu Jun 07 13:47:43 +0000 2018,0.0,1.0,0.0,Why have boots started to appear outside the Georgian PM's office? https://t.co/yfM9cJFjBQ,68,BBCWorld
-0.6486,Thu Jun 07 13:12:24 +0000 2018,0.323,0.677,0.0,Dutch queen's sister found dead at Buenos Aires home https://t.co/4uUtFUxRda,69,BBCWorld
0.0,Thu Jun 07 12:58:23 +0000 2018,0.0,1.0,0.0,A BBC crew filming in Russia ahead of the @FIFAWorldCup found itself under constant surveillance… https://t.co/3tk34ZIVJ5,70,BBCWorld
0.4404,Thu Jun 07 12:43:57 +0000 2018,0.0,0.707,0.293,Alice Johnson thanks Trump for Kardashian-backed release https://t.co/EEnP1jn3jx,71,BBCWorld
-0.6705,Thu Jun 07 11:13:13 +0000 2018,0.478,0.522,0.0,In pictures: Chile students protest against harassment https://t.co/QsSOgFHBkr,72,BBCWorld
-0.7845,Thu Jun 07 11:08:27 +0000 2018,0.58,0.42,0.0,Stockholm lorry attacker jailed for life https://t.co/6UC2xOmq8U,73,BBCWorld
-0.4826,Thu Jun 07 10:33:57 +0000 2018,0.181,0.756,0.063,RT @BBCSteveR: Putin’s not shedding tears in public for Russian businessmen who may be having problems with the UK authorities: “I warned o…,74,BBCWorld
0.0,Thu Jun 07 10:32:40 +0000 2018,0.0,1.0,0.0,This is a lengthy reverse manoeuvre 🚗 https://t.co/bCL9E6Y22h,75,BBCWorld
0.2023,Thu Jun 07 10:15:39 +0000 2018,0.0,0.917,0.083,"RT @BBCSteveR: Putin asked: “Will there be a Third World War?”
He replies: “Fear of mutual annihilation always restrained the top military…",76,BBCWorld
-0.5423,Thu Jun 07 10:06:08 +0000 2018,0.333,0.667,0.0,Iraq arms cache explosions destroy Baghdad mosque https://t.co/XjxIeHnckl,77,BBCWorld
-0.128,Thu Jun 07 09:49:35 +0000 2018,0.097,0.824,0.079,RT @BBCSteveR: Call the Kremlin: Alexei from St Petersburg complains to Putin about rising fuel prices. So Putin goes live to the Energy Mi…,78,BBCWorld
-0.6908,Thu Jun 07 09:23:26 +0000 2018,0.531,0.354,0.115,S Africa axe murderer gets life sentence https://t.co/YNM3N2GHmS,79,BBCWorld
0.2263,Thu Jun 07 08:52:42 +0000 2018,0.121,0.717,0.161,RT @BBCBreaking: Human rights campaigners lose UK Supreme Court appeal over legality of Northern Ireland's abortion law https://t.co/dWihoH…,80,BBCWorld
0.0,Thu Jun 07 08:42:38 +0000 2018,0.0,1.0,0.0,Afghanistan calls temporary Eid ceasefire with Taliban https://t.co/dpaa10QTGr,81,BBCWorld
0.0,Thu Jun 07 08:30:46 +0000 2018,0.0,1.0,0.0,Police officer piggybacks man across busy road https://t.co/AUq9Iy1E4r,82,BBCWorld
-0.4019,Thu Jun 07 08:09:10 +0000 2018,0.231,0.769,0.0,US embassy pulls more China staff over mystery illness https://t.co/mKcrHd1f4A,83,BBCWorld
0.0,Thu Jun 07 08:04:36 +0000 2018,0.0,1.0,0.0,Trump asks if Canada burnt down White House in call with PM https://t.co/4jnRiJYnfX,84,BBCWorld
0.0,Thu Jun 07 08:03:36 +0000 2018,0.0,1.0,0.0,"""Didn't you guys burn down the White House?"" Trump reportedly asked Canada's PM (they didn't) https://t.co/AFiDz6FwIH",85,BBCWorld
0.2263,Thu Jun 07 06:45:32 +0000 2018,0.0,0.808,0.192,"European football is worth a record £22bn, says Deloitte https://t.co/2u0DF8OcdV",86,BBCWorld
0.6705,Thu Jun 07 06:26:24 +0000 2018,0.0,0.807,0.193,RT @BBCMaryam: So as Emirates tests windowless planes we want to know whether you would rather see a virtual view or do you love being able…,87,BBCWorld
0.2023,Thu Jun 07 06:21:04 +0000 2018,0.0,0.924,0.076,"RT @BBCSteveR: It's ""Call the Kremlin"" time again. Vladimir Putin hosts his annual TV phone-in, when Russians ask him to solve their proble…",88,BBCWorld
-0.34,Thu Jun 07 06:01:22 +0000 2018,0.231,0.769,0.0,Spencer Tunick: Supermarket chain halts artist's nude shoot https://t.co/SvToiOAjpi,89,BBCWorld
0.4215,Thu Jun 07 05:59:04 +0000 2018,0.145,0.602,0.253,Beyoncé and Jay-Z: Crazy In Love as tour opens in Cardiff https://t.co/iARjXGjd0D,90,BBCWorld
0.0,Thu Jun 07 05:33:14 +0000 2018,0.0,1.0,0.0,Trump-Kim summit: Abe heads to US amid surge of diplomacy https://t.co/3W3PqnpZNi,91,BBCWorld
-0.5859,Thu Jun 07 05:16:47 +0000 2018,0.352,0.648,0.0,Arizona police violently beat unarmed Robert Johnson https://t.co/chEWF20d3f,92,BBCWorld
-0.4404,Thu Jun 07 03:01:45 +0000 2018,0.367,0.633,0.0,Football scandal in West Africa https://t.co/f9fxcesYd0,93,BBCWorld
-0.7964,Thu Jun 07 01:54:32 +0000 2018,0.574,0.426,0.0,Guatemala volcano: Emergency agency 'failed to heed warnings' https://t.co/UeFKuBgD8P,94,BBCWorld
0.0,Wed Jun 06 23:38:56 +0000 2018,0.0,1.0,0.0,Separation of migrant families: What other countries do https://t.co/bummTfGy1s,95,BBCWorld
0.6597,Wed Jun 06 23:33:41 +0000 2018,0.0,0.597,0.403,Meet the nuns helping save a sacred species from extinction https://t.co/ZnNO70hVWK,96,BBCWorld
-0.1796,Wed Jun 06 23:33:40 +0000 2018,0.241,0.568,0.191,G7 summit: Trapped in the world's most secure house https://t.co/vi0xs1ZJP0,97,BBCWorld
0.0,Wed Jun 06 23:33:40 +0000 2018,0.0,1.0,0.0,A North Korean wishlist: The three things Pyongyang wants https://t.co/Jhom6dFvdG,98,BBCWorld
-0.4404,Wed Jun 06 23:17:39 +0000 2018,0.281,0.576,0.144,Ethiopia offers Eritrea chance to end Africa's longest war https://t.co/FJE1bCvTjE,99,BBCWorld
0.128,Fri Jun 08 14:24:49 +0000 2018,0.181,0.656,0.162,"""I've been sentenced to the best job in the world"": @AnthonyMasonCBS spoke to Anthony Bourdain, who died Friday at… https://t.co/Qvu6wiXn1p",0,CBSNews
0.1531,Fri Jun 08 14:05:29 +0000 2018,0.0,0.914,0.086,"Melania Trump wanted to join G7 summit trip but she can't fly for a month, President Trump says… https://t.co/h1cHZmdxRY",1,CBSNews
-0.0258,Fri Jun 08 13:50:52 +0000 2018,0.064,0.936,0.0,A chilling report reveals bartenders' actions before last year's massacre at a Texas home during a Dallas Cowboys g… https://t.co/NPjKni2lqK,2,CBSNews
0.7351,Fri Jun 08 13:33:58 +0000 2018,0.0,0.693,0.307,"President Trump says he may pardon another late heavyweight boxing champion — this time, Muhammad Ali:… https://t.co/nvzjUhhDUw",3,CBSNews
-0.4939,Fri Jun 08 13:18:14 +0000 2018,0.127,0.873,0.0,RT @CBSThisMorning: More than 600 homes have now been destroyed by the volcano on Hawaii's Big Island. The Kilauea volcano is still eruptin…,4,CBSNews
0.4215,Fri Jun 08 13:14:45 +0000 2018,0.0,0.887,0.113,"President Trump, on his way to the G-7 summit in Canada, said he hopes to reinstate Russia into the group. Russia w… https://t.co/W4p7APZEbV",5,CBSNews
-0.6705,Fri Jun 08 13:01:56 +0000 2018,0.184,0.816,0.0,"Suicide rates in the U.S. rose nearly 30% over the past two decades, according to a new study, and researchers say… https://t.co/9oo7aRk8dY",6,CBSNews
-0.6801,Fri Jun 08 12:49:38 +0000 2018,0.237,0.763,0.0,"EPA Administrator Scott Pruitt ""is being attacked very viciously by the press. I'm not saying that he is blameless… https://t.co/FFhcuVdUNA",7,CBSNews
0.1655,Fri Jun 08 12:48:24 +0000 2018,0.0,0.927,0.073,"“Yes, I do have an absolute right to pardon myself, but I will never have to do it becauseI didn't do anything wron… https://t.co/S4Eckyl6vQ",8,CBSNews
0.4019,Fri Jun 08 12:47:00 +0000 2018,0.0,0.847,0.153,"President Trump says he is considering pardoning Muhammad Ali: ""I'm thinking about that very seriously.""… https://t.co/FoU4J7ViLd",9,CBSNews
-0.1419,Fri Jun 08 12:43:25 +0000 2018,0.066,0.934,0.0,"""Why are we having a meeting without Russia? I would recommend, and it is up to them, but Russia should be in the m… https://t.co/m7n3z2rgMP",10,CBSNews
0.1531,Fri Jun 08 12:41:21 +0000 2018,0.16,0.574,0.266,"President Trump on death of Anthony Bourdain: ""I want to extend to his family my heartfelt condolences.""… https://t.co/l1KxnK9BPP",11,CBSNews
0.0,Fri Jun 08 12:39:30 +0000 2018,0.0,1.0,0.0,"“I said I've been preparing all my life. I always believe in preparation. But I have been preparing all my life,” P… https://t.co/BaDxZRs6p2",12,CBSNews
-0.4767,Fri Jun 08 12:36:50 +0000 2018,0.129,0.871,0.0,"""We are going to deal with the unfair trade practices. If you look what Canada, Mexico, the European Union, what al… https://t.co/lvjuEsj26h",13,CBSNews
0.0,Fri Jun 08 12:34:04 +0000 2018,0.0,1.0,0.0,MOMENTS AGO: President Trump speaks to reporters as he departs the White House for the G7 summit in Quebec… https://t.co/ZQBV6xMQ9Z,14,CBSNews
-0.6369,Fri Jun 08 12:29:04 +0000 2018,0.174,0.775,0.05,"RT @CBSThisMorning: ""You never know what's in somebody's head... A lot of times people who end up committing suicide, even when they're ask…",15,CBSNews
-0.1027,Fri Jun 08 12:21:50 +0000 2018,0.055,0.945,0.0,"RT @CBSThisMorning: ""I think when you travel as much as I have... I think you become aware of how other people live, how hard their lives a…",16,CBSNews
-0.6249,Fri Jun 08 12:11:06 +0000 2018,0.157,0.843,0.0,“I think it is a public health crisis. And I think what it means is that we need more resources. We need more resea… https://t.co/gnVbZjO13h,17,CBSNews
0.0,Fri Jun 08 12:06:34 +0000 2018,0.0,1.0,0.0,Anthony Bourdain told @AnthonyMasonCBS in 2016 that his later life changed him: https://t.co/eEcdi1IJsk https://t.co/aP3Gqhr7lK,18,CBSNews
-0.0829,Fri Jun 08 11:57:34 +0000 2018,0.182,0.649,0.169,"RT @CBSThisMorning: If you or somebody you know is struggling, you're not alone. Please call 1-800-273-TALK for help. @800273TALK is availa…",19,CBSNews
0.959,Fri Jun 08 11:47:21 +0000 2018,0.0,0.423,0.577,"Anthony Bourdain's ""love of great adventure, new friends, fine food and drink and the remarkable stories of the wor… https://t.co/ZD1mwUHe9z",20,CBSNews
-0.8442,Fri Jun 08 11:34:54 +0000 2018,0.323,0.677,0.0,"Anthony Bourdain, a celebrity chef and host of CNN's ""Parts Unknown,"" has died in an apparent suicide, the network… https://t.co/tyKepWV9nB",21,CBSNews
0.5267,Fri Jun 08 11:23:10 +0000 2018,0.0,0.848,0.152,"For the first time in their history, the NHL's Washington @Capitals are Stanley Cup champions. Fans couldn't hold b… https://t.co/Zw7oSX7hLC",22,CBSNews
0.0,Fri Jun 08 11:19:42 +0000 2018,0.0,1.0,0.0,"A New medical mystery affecting U.S. diplomatic workers, this time in China, is deepening. The U.S. embassy in Beij… https://t.co/6deY2iQWcg",23,CBSNews
-0.6705,Fri Jun 08 11:19:31 +0000 2018,0.209,0.791,0.0,A teen escorted from the U.S. by ICE in April has reportedly killed soon after in Mexico: https://t.co/Glz3eiw13i https://t.co/0lcsBoUbSs,24,CBSNews
0.0,Fri Jun 08 11:17:04 +0000 2018,0.0,1.0,0.0,An Arizona man who was shown being hit by police on surveillance and body camera footage is speaking out:… https://t.co/NeHOcLcmaZ,25,CBSNews
-0.3818,Fri Jun 08 11:14:47 +0000 2018,0.14,0.86,0.0,Prosecutors in Guatemala are investigating if the country's emergency response agency was negligent in the response… https://t.co/4rGY5KAiyv,26,CBSNews
-0.4939,Fri Jun 08 11:13:01 +0000 2018,0.167,0.833,0.0,More than 600 homes have now been destroyed by the volcano on Hawaii’s Big Island https://t.co/BjU8vKSwDF https://t.co/Qs9hJETe9K,27,CBSNews
-0.0258,Fri Jun 08 11:11:57 +0000 2018,0.199,0.605,0.196,"The Senate Intelligence Committee's former head of security is due in court today, accused of lying to the FBI abou… https://t.co/ZQNDHU1859",28,CBSNews
0.4588,Fri Jun 08 11:08:54 +0000 2018,0.0,0.833,0.167,"While President Trump says he's ""well prepared"" to meet with North Korean leader Kim Jong Un on Tuesday, he also sa… https://t.co/9JDH4hzafA",29,CBSNews
-0.0516,Fri Jun 08 11:06:45 +0000 2018,0.059,0.941,0.0,President Trump will leave the White House shortly to begin several days of high-stakes diplomacy. At the G7 summit… https://t.co/EfEa0Qn8vG,30,CBSNews
-0.6486,Fri Jun 08 10:59:55 +0000 2018,0.193,0.807,0.0,The youngest sister of Queen Maxima of Holland has been found dead in her apartment in Argentina's capital… https://t.co/4CP4azaRWs,31,CBSNews
0.0,Fri Jun 08 10:41:34 +0000 2018,0.0,1.0,0.0,We're in Quebec and Singapore with what to expect from today's G-7 in Canada and the June 12th summit with North Ko… https://t.co/K6pTEAZDuI,32,CBSNews
0.0,Fri Jun 08 10:40:39 +0000 2018,0.0,1.0,0.0,"RT @CBSThisMorning: COMING UP ON @CBSThisMorning :
🔜 @biannagolodryga on North Korea summit preparation 
🔜 @BojorquezCBS with the latest fr…",33,CBSNews
0.0762,Fri Jun 08 10:40:18 +0000 2018,0.0,0.925,0.075,"Mexico still isn't going to pay ""for that f*****g wall,"" former Mexican president says
https://t.co/WXyq8Kv4td (via… https://t.co/R4Eus1FODu",34,CBSNews
0.3818,Fri Jun 08 10:38:17 +0000 2018,0.0,0.852,0.148,"Coming up on @CBSThisMorning: @JDickerson explores the many benefits of Japanese ""forest bathing"" for our… https://t.co/UbJVQZnQjP",35,CBSNews
-0.6908,Fri Jun 08 10:20:01 +0000 2018,0.281,0.719,0.0,"Alleged Russian airstrikes kill dozens in Syria ""de-escalation"" zone in Idlib https://t.co/iT67m420sW https://t.co/ouYit4BvcG",36,CBSNews
0.0,Fri Jun 08 10:03:04 +0000 2018,0.0,1.0,0.0,White House launches new anti-opioid ad campaign aimed at youth https://t.co/vygAsdfiw4 https://t.co/Bo0KTqsK0a,37,CBSNews
0.0,Fri Jun 08 09:48:04 +0000 2018,0.0,1.0,0.0,"2018 Belmont Stakes: Horses, odds, how to watch https://t.co/EYMkyrez4l https://t.co/AmCVROrB3W",38,CBSNews
-0.5106,Fri Jun 08 09:33:05 +0000 2018,0.328,0.513,0.159,Arizona couple killed in shooting spree were friends with suspected gunman https://t.co/QhD3Gy4VtF https://t.co/AwLrlTGRx1,39,CBSNews
-0.8225,Fri Jun 08 09:18:03 +0000 2018,0.467,0.425,0.108,Kate Spade's death shines light on alarming increase in suicide rates https://t.co/AcfvMrvVKD https://t.co/New0CkqlJA,40,CBSNews
0.4404,Fri Jun 08 09:03:05 +0000 2018,0.0,0.805,0.195,Terrell Owens won't attend Pro Football Hall of Fame induction ceremony https://t.co/i0bN4G9ego https://t.co/3IuF4ysfrC,41,CBSNews
0.4215,Fri Jun 08 08:48:05 +0000 2018,0.0,0.811,0.189,Maryland gubernatorial candidate tells Trump to kiss off in new ad https://t.co/tDJRcsXO9R https://t.co/4boFYT9DWG,42,CBSNews
0.296,Fri Jun 08 08:33:04 +0000 2018,0.0,0.833,0.167,Report: Arkansas man admits intentionally contracting HIV to infect others https://t.co/Iym7dtvZ6l https://t.co/zcs3ZjyGiG,43,CBSNews
0.0,Fri Jun 08 08:18:03 +0000 2018,0.0,1.0,0.0,Walker Hayes' newborn daughter dies after birth https://t.co/EBpPjlKKAu https://t.co/rSQC5LGWMw,44,CBSNews
0.7269,Fri Jun 08 08:03:04 +0000 2018,0.0,0.534,0.466,CMT Music Awards 2018 list of winners https://t.co/N9TLX5gGiu https://t.co/sQWPFgDnta,45,CBSNews
-0.6486,Fri Jun 08 07:48:04 +0000 2018,0.212,0.788,0.0,"""Baby June,"" newborn found dead off Florida coast, may have floated for miles, cops say https://t.co/ZkdRONWu8b https://t.co/UsFMvEVAFj",46,CBSNews
0.0,Fri Jun 08 07:33:04 +0000 2018,0.0,1.0,0.0,"Pulse nightclub shooting survivors sue Orlando, its police https://t.co/q44SKGeGqw https://t.co/lHOnXgZUO0",47,CBSNews
0.0,Fri Jun 08 07:18:04 +0000 2018,0.0,1.0,0.0,Newly released video shows Las Vegas shooting from above https://t.co/Pw3Ob0PRe0 https://t.co/IFlFs2SHAe,48,CBSNews
-0.5994,Fri Jun 08 07:03:04 +0000 2018,0.218,0.782,0.0,RFK Jr. reflects on his father's life and the circumstances of his death https://t.co/JQJQrbDCnV https://t.co/PCWbNxZMff,49,CBSNews
0.0,Fri Jun 08 06:48:04 +0000 2018,0.0,1.0,0.0,"""We wanted to finally get the last word"": Vengeful obit divulges woman's affair https://t.co/QF3cvrI28Q https://t.co/dHsPoOSHZT",50,CBSNews
-0.7096,Fri Jun 08 06:33:04 +0000 2018,0.371,0.629,0.0,Police chief placed on leave amid probe into teacher's murder https://t.co/kUzgTolaY1 https://t.co/G2Kbm1Ja6m,51,CBSNews
0.0,Fri Jun 08 06:18:05 +0000 2018,0.0,1.0,0.0,Soldier who drove armored vehicle through the streets says he was following orders https://t.co/BtP3kNVcss https://t.co/D18QfUdfq8,52,CBSNews
0.7269,Fri Jun 08 06:03:05 +0000 2018,0.0,0.596,0.404,"CMT Music Awards 2018 highlights, winners and biggest moments https://t.co/7ZmQqdoO6n https://t.co/JOG3zrBfDx",53,CBSNews
-0.6369,Fri Jun 08 05:48:03 +0000 2018,0.318,0.682,0.0,Crocodile fatally mauls pastor baptizing followers at lake https://t.co/iwhpczecYe https://t.co/ts161wzHY0,54,CBSNews
