Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
-0.3818,Fri Jun 08 05:33:04 +0000 2018,0.206,0.794,0.0,Small plane makes emergency landing on busy Florida highway https://t.co/COuGYguihG https://t.co/5utd7tMhde,55,CBSNews
0.0,Fri Jun 08 05:18:04 +0000 2018,0.0,1.0,0.0,"Gas line explosion rocks Moundsville area of northern West Virginia, sends flames high in air… https://t.co/b5ooQ2DqBD",56,CBSNews
0.0,Fri Jun 08 05:03:05 +0000 2018,0.0,1.0,0.0,"Dramatic rise in suicides is ""more than a mental health issue,"" CDC says https://t.co/wewiqcDCVC https://t.co/kAr4uDceae",57,CBSNews
0.0,Fri Jun 08 04:48:05 +0000 2018,0.0,1.0,0.0,Video of rats running through bag of Burger King buns prompts shutdown of Delaware location https://t.co/KY3cSxfJ1G https://t.co/K5TpFPow7c,58,CBSNews
0.0,Fri Jun 08 04:33:05 +0000 2018,0.0,1.0,0.0,"Official: ATF agent shot in ""ambush"" during enforcement operation in Gary, Indiana https://t.co/MdxsRwNEA4 https://t.co/mXdKQvlRno",59,CBSNews
0.0,Fri Jun 08 04:18:04 +0000 2018,0.0,1.0,0.0,"2018 Belmont Stakes: Horses, odds, how to watch https://t.co/KHys8M7uBM https://t.co/PrldZVKPCU",60,CBSNews
-0.4215,Fri Jun 08 04:03:03 +0000 2018,0.167,0.833,0.0,Man beaten into submission by Arizona police officers in viral video speaks out https://t.co/jiY8ZOWJee https://t.co/mzO25eYeb5,61,CBSNews
0.2732,Fri Jun 08 04:00:19 +0000 2018,0.0,0.905,0.095,"Starbucks increased prices on drip coffees across the U.S. Thursday, pushing the cost of a tall cup of java to over… https://t.co/Rxuk2MTg6a",62,CBSNews
0.4215,Fri Jun 08 03:48:04 +0000 2018,0.0,0.811,0.189,Maryland gubernatorial candidate tells Trump to kiss off in new ad https://t.co/DWWtsqrtih https://t.co/mDmQVg7vTi,63,CBSNews
0.0,Fri Jun 08 03:33:03 +0000 2018,0.0,1.0,0.0,Walker Hayes' newborn daughter dies after birth https://t.co/fRB5oW4zt8 https://t.co/UqApjch7fk,64,CBSNews
0.5859,Fri Jun 08 03:20:08 +0000 2018,0.0,0.798,0.202,"The Washington Capitals win their first ever Stanley Cup, besting the Las Vegas Golden Knights… https://t.co/Re8sxIfeVX",65,CBSNews
-0.4215,Fri Jun 08 03:18:06 +0000 2018,0.167,0.833,0.0,Man beaten into submission by Arizona police officers in viral video speaks out https://t.co/N32XTZIYZL https://t.co/t7DG7a9bn3,66,CBSNews
0.0,Fri Jun 08 03:03:06 +0000 2018,0.0,1.0,0.0,Newly released video shows Las Vegas shooting from above https://t.co/a2KEqWlCTs https://t.co/emiA0mzAo0,67,CBSNews
-0.6486,Fri Jun 08 02:52:31 +0000 2018,0.185,0.815,0.0,"Police say unidentified infant girl, dubbed ""Baby June,"" could have floated for miles before being found dead on th… https://t.co/SOvUtcmhoV",68,CBSNews
0.0,Fri Jun 08 02:28:36 +0000 2018,0.0,1.0,0.0,Immigration talks paused in House as moderate and conservative Republicans wait for a bill draft. Moderates are giv… https://t.co/YxkDuGcEK0,69,CBSNews
-0.5574,Fri Jun 08 01:59:43 +0000 2018,0.167,0.833,0.0,"Kate Spade's father says he spoke to her the night before she died: ""I don't know what happened""… https://t.co/ULz9jRQyDb",70,CBSNews
-0.4767,Fri Jun 08 01:38:54 +0000 2018,0.147,0.853,0.0,A California woman was gored in a bison attack in Yellowstone National Park on Wednesday when crowds got within 10… https://t.co/rp2t60DEF1,71,CBSNews
-0.8934,Fri Jun 08 01:09:46 +0000 2018,0.386,0.614,0.0,"YouTube star stabbed: Tyrone Fleming, known for appearing in the crime drama ""848,"" found dead in his Bronx apartme… https://t.co/tw1lClULwF",72,CBSNews
0.0,Fri Jun 08 00:52:26 +0000 2018,0.0,1.0,0.0,New poll finds that most voters think NFL players who kneel during anthem aren't unpatriotic https://t.co/Erk1nVWkhM https://t.co/jeJqrbAJ53,73,CBSNews
0.4939,Fri Jun 08 00:29:33 +0000 2018,0.0,0.769,0.231,A pizza deliveryman who faces possible deportation gets legal help from New York Governor Andrew Cuomo… https://t.co/WpFc4Dyagm,74,CBSNews
0.3612,Fri Jun 08 00:09:45 +0000 2018,0.0,0.865,0.135,"Facebook apologizes for 10-day glitch that caused millions of users' privacy settings to switch to ""public""… https://t.co/kB5d8f6Op2",75,CBSNews
0.0,Thu Jun 07 23:50:01 +0000 2018,0.0,1.0,0.0,Crocodile eats small dog after years of being chased by Pippa the terrier https://t.co/JloYe9sYtq https://t.co/MvSEBG9YjC,76,CBSNews
-0.765,Thu Jun 07 23:30:01 +0000 2018,0.248,0.752,0.0,It only took four minutes for a thief to steal 14 show dogs and a van in a California In-N-Out parking lot. After o… https://t.co/py0eDybfsC,77,CBSNews
0.0,Thu Jun 07 23:02:54 +0000 2018,0.0,1.0,0.0,NASA's Curiosity rover has been inching its way across Mars for nearly six years and it recently found something ve… https://t.co/0GVLD7sS4c,78,CBSNews
0.5267,Thu Jun 07 22:59:39 +0000 2018,0.0,0.861,0.139,It began as a pizza delivery to an Army base a short distance from the Statue of Liberty and ended with a man detai… https://t.co/fhUtb3kSlx,79,CBSNews
0.0,Thu Jun 07 22:59:37 +0000 2018,0.0,1.0,0.0,"""I can't get over these phones!"" After more than 20 years behind bars, today was Alice Marie Johnson's first full d… https://t.co/b2NBclFkKi",80,CBSNews
-0.34,Thu Jun 07 22:50:21 +0000 2018,0.118,0.882,0.0,"The head of the Environmental Protection Agency continues to draw fire tonight, and not just from Democrats. 

Chip… https://t.co/r3rqJFgWHR",81,CBSNews
-0.7184,Thu Jun 07 22:48:25 +0000 2018,0.231,0.769,0.0,"The CDC put out an alarming report on suicide. Nearly 45,000 Americans took their lives in 2016. The issue is recei… https://t.co/zp82uviMWx",82,CBSNews
0.0,Thu Jun 07 22:45:27 +0000 2018,0.0,1.0,0.0,"Police in Mesa, Arizona, released body camera video showing what led four officers to beat a man into submission. T… https://t.co/9IsmcpfBSD",83,CBSNews
0.0,Thu Jun 07 22:26:34 +0000 2018,0.0,1.0,0.0,"RT @CBSEveningNews: COMING UP

With the historic summit just days away, how Pres. Trump is preparing for his meeting with Kim Jong-un

Plus…",84,CBSNews
0.0,Thu Jun 07 22:14:37 +0000 2018,0.0,1.0,0.0,"New government data says vaping held steady last year in high school students and declined in middle schoolers, but… https://t.co/VkefANKHbl",85,CBSNews
0.3612,Thu Jun 07 22:00:22 +0000 2018,0.0,0.894,0.106,"With a smile on her face, cap on her head and a heart drawn on her bandages, Italia McAllister walked at her kinder… https://t.co/2IOqUIYlzx",86,CBSNews
-0.4404,Thu Jun 07 21:44:39 +0000 2018,0.146,0.854,0.0,"After being denied access to federal shelter, democratic senator demands answers from the Office of Refugee Resettl… https://t.co/sCt5ggfZ1U",87,CBSNews
0.0,Thu Jun 07 21:31:22 +0000 2018,0.0,1.0,0.0,Today would have been music icon #Prince's 60th birthday 💜 https://t.co/CVntznZVTA,88,CBSNews
-0.2263,Thu Jun 07 21:15:35 +0000 2018,0.137,0.863,0.0,NASA's Curiosity rover finds potential building blocks of life on Mars https://t.co/zg1qFjGYjA https://t.co/R6p8KEMiBi,89,CBSNews
0.128,Thu Jun 07 21:04:35 +0000 2018,0.06,0.854,0.085,"WATCH: SUV backs up on highway to escape traffic, then keeps going and going and going in reverse… https://t.co/0zT3E49TXk",90,CBSNews
0.0,Thu Jun 07 20:52:47 +0000 2018,0.0,1.0,0.0,"RT @CBSSunday: COMING UP THIS SUNDAY 

Jim Parsons says it has taken him time to settle in behind the camera as a producer on his new film…",91,CBSNews
0.0,Thu Jun 07 20:49:40 +0000 2018,0.0,1.0,0.0,"One hour, 58 minutes, 7 seconds: That's all it took to for this duo to speed up one of climbing's most storied rout… https://t.co/0k1S3BgdfP",92,CBSNews
-0.8271,Thu Jun 07 20:34:41 +0000 2018,0.469,0.531,0.0,"A white restaurant owner used ""violence, threats, isolation and intimidation"" to compel a mentally challenged black… https://t.co/kGDZYxRejP",93,CBSNews
0.1027,Thu Jun 07 20:19:38 +0000 2018,0.105,0.773,0.123,"Bryan Colangelo resigns as Philadelphia 76ers president after probe of Twitter accounts states that he engaged in ""… https://t.co/speVJNsWcJ",94,CBSNews
0.2263,Thu Jun 07 20:03:02 +0000 2018,0.0,0.913,0.087,"Sec. Pompeo on Kim: ""He has indicated to me personally that he is prepared to denuclearize, that he understands tha… https://t.co/7U0I1dmFJ7",95,CBSNews
0.0,Thu Jun 07 20:01:10 +0000 2018,0.0,1.0,0.0,"""Rudy [Giuliani] doesn't speak for the administration when it comes to this negotiation and this set of issues,"" Se… https://t.co/MVRgQkZ2qA",96,CBSNews
0.796,Thu Jun 07 19:59:42 +0000 2018,0.0,0.712,0.288,"Q: Does Sec. Pompeo trust Kim? 
Pompeo: ""He is very capable of articulating the things that he is prepared to do, p… https://t.co/Pw0E08aihV",97,CBSNews
0.0,Thu Jun 07 19:56:08 +0000 2018,0.0,1.0,0.0,"Sec. Pompeo: ""The fact that our two leaders are coming to the table shows the two sides are very serious...our effo… https://t.co/N6lpyOympM",98,CBSNews
0.0,Thu Jun 07 19:53:45 +0000 2018,0.0,1.0,0.0,"WATCH LIVE: Sec. of State Mike Pompeo delivers briefing ahead of Pres. Trump's summit in Singapore, where he will m… https://t.co/mWRmqrFoK8",99,CBSNews
0.0,Fri Jun 08 14:31:38 +0000 2018,0.0,1.0,0.0,"Before taking off for the G-7 summit, President @realDonaldTrump said he was looking forward to ""straightening out… https://t.co/C0iA38os32",0,FoxNews
-0.296,Fri Jun 08 14:22:53 +0000 2018,0.136,0.864,0.0,Hannity: Mika Brzezinski Claims Trump's Main Complaint Is 'He Can't Watch Porn in WH' https://t.co/42ZYisOvXb,1,FoxNews
0.0,Fri Jun 08 14:07:54 +0000 2018,0.0,1.0,0.0,Chicago family demands answers after police handcuff 10-year-old boy https://t.co/kPzjOb5Vjj,2,FoxNews
0.0,Fri Jun 08 14:00:01 +0000 2018,0.0,1.0,0.0,"Beginning Monday, ‘America’s Newsroom’ with @BillHemmer and @SandraSmithFox is three hours. Tune in to Fox News Cha… https://t.co/A9qcJJHQtZ",3,FoxNews
-0.6597,Fri Jun 08 13:48:32 +0000 2018,0.265,0.735,0.0,Indiana high school teacher claims he was forced to resign because of transgender policy (via @CalebParke) https://t.co/30XAAsdoMf,4,FoxNews
0.0,Fri Jun 08 13:43:58 +0000 2018,0.0,1.0,0.0,What is the G7 summit? https://t.co/9czFhMk2MH,5,FoxNews
-0.6486,Fri Jun 08 13:34:21 +0000 2018,0.264,0.736,0.0,"Anthony Bourdain, CNN host and celebrity chef, dead: A look at his career https://t.co/qgessu49v8",6,FoxNews
0.738,Fri Jun 08 13:15:33 +0000 2018,0.0,0.72,0.28,".@POTUS: “You can not leak classified information. At the same time, we need freedom of the press.” https://t.co/DF8GvABvLi",7,FoxNews
0.4404,Fri Jun 08 13:12:03 +0000 2018,0.0,0.879,0.121,"RT @FoxBusiness: .@POTUS: ""If we're unable to make a deal, we'll terminate NAFTA. We'll have a better deal. If we're unable to make a deal…",8,FoxNews
0.4927,Fri Jun 08 13:09:10 +0000 2018,0.0,0.79,0.21,"RT @FoxBusiness: .@POTUS on Rudy Giuliani: ""Rudy is doing a very good job."" https://t.co/KVwOZCXgoN",9,FoxNews
0.1901,Fri Jun 08 13:08:55 +0000 2018,0.0,0.935,0.065,"RT @FoxBusiness: .@POTUS on G7: ""Russia should be in this meeting. Whether you like it or not and it may not be politically correct, but we…",10,FoxNews
0.0,Fri Jun 08 13:02:25 +0000 2018,0.0,1.0,0.0,.@POTUS: “First Lady is great.” https://t.co/oVepfphH9S,11,FoxNews
0.5859,Fri Jun 08 12:58:35 +0000 2018,0.0,0.789,0.211,"RT @FoxBusiness: .@POTUS on G7: ""All of these countries have been taking advantage of the United States on trade."" https://t.co/JfBGhIVv4B",12,FoxNews
0.7311,Fri Jun 08 12:58:07 +0000 2018,0.0,0.641,0.359,".@POTUS: “I love Canada, but they treat us very unfairly on trade.” https://t.co/XKam2HRl4W",13,FoxNews
0.6249,Fri Jun 08 12:56:45 +0000 2018,0.0,0.785,0.215,.@POTUS: “I thought Kim Kardashian was great because she brought Alice to my attention.” https://t.co/i480B6s5It https://t.co/uPZLH6fXXy,14,FoxNews
0.6249,Fri Jun 08 12:53:24 +0000 2018,0.0,0.76,0.24,.@POTUS: “Scott Pruitt is doing a great job within the walls of the EPA.” https://t.co/PT1UDvOx7f,15,FoxNews
0.0,Fri Jun 08 12:52:01 +0000 2018,0.0,1.0,0.0,JUST IN: @POTUS calls for Russia to be reinstated to G7 https://t.co/9PYdZSoAah,16,FoxNews
0.1655,Fri Jun 08 12:51:27 +0000 2018,0.0,0.93,0.07,".@POTUS: “I do have an absolute right to pardon myself, but I’ll never have to do it because I didn’t do anything w… https://t.co/hFXHmXAdaW",17,FoxNews
-0.3818,Fri Jun 08 12:51:12 +0000 2018,0.148,0.852,0.0,"Trump heads for G7 battle with Canada, Euro leaders over 'unfair' trade deals - via @brookefoxnews 
https://t.co/nvDeobFCgm",18,FoxNews
-0.296,Fri Jun 08 12:49:47 +0000 2018,0.239,0.761,0.0,"RT @FoxBusiness: .@POTUS: ""There's been no collusion."" https://t.co/5rI48TQY49",19,FoxNews
0.4019,Fri Jun 08 12:47:28 +0000 2018,0.0,0.787,0.213,Breaking News: @POTUS floats possibility of pardoning Muhammad Ali https://t.co/d2MkFVibkP https://t.co/anNMox6z9Y,20,FoxNews
-0.4767,Fri Jun 08 12:42:59 +0000 2018,0.171,0.829,0.0,"RT @FoxBusiness: .@POTUS on G7 summit: ""We're going to deal with the unfair trade practices."" https://t.co/UHEzTGPkOT",21,FoxNews
0.0,Fri Jun 08 12:42:54 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: .@POTUS on G7: ""We should have Russia at the negotiating table."" https://t.co/286X9M3ID2",22,FoxNews
0.4019,Fri Jun 08 12:41:04 +0000 2018,0.0,0.722,0.278,Trump floats possibility of pardoning Muhammad Ali https://t.co/X9AFnYGLtX,23,FoxNews
0.0,Fri Jun 08 12:36:21 +0000 2018,0.0,1.0,0.0,.@POTUS arriving at Joint Base Andrews https://t.co/bJ6Q0UcuI2,24,FoxNews
0.3818,Fri Jun 08 12:35:00 +0000 2018,0.0,0.809,0.191,Police officer helps turtle cross road in torrential downpour (via @JaninePuhak) https://t.co/inevjzEx9V,25,FoxNews
0.0,Fri Jun 08 12:34:39 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: .@POTUS on G7: ""We are going to do very well."" https://t.co/cKiUIo6uNj",26,FoxNews
0.0,Fri Jun 08 12:33:02 +0000 2018,0.0,1.0,0.0,.@POTUS departs Joint Base Andrews en route to Canada. https://t.co/DzNiybIpQr,27,FoxNews
0.8481,Fri Jun 08 12:30:00 +0000 2018,0.0,0.649,0.351,"OPINION: Seattle cracks down on renters, free speech – and common sense. Good luck trying to rent an apartment (via… https://t.co/DKexlASCB9",28,FoxNews
0.3182,Fri Jun 08 12:29:38 +0000 2018,0.0,0.723,0.277,.@POTUS may pardon Muhammad Ali @foxandfriends https://t.co/dLwC7AmLzG,29,FoxNews
-0.6705,Fri Jun 08 12:23:14 +0000 2018,0.36,0.64,0.0,"Suicide rates on rise in US, @CDCgov reports https://t.co/vFVEZEWQQW",30,FoxNews
-0.7579,Fri Jun 08 12:19:43 +0000 2018,0.481,0.519,0.0,Anthony Bourdain's death: Celebrity chefs 'in complete shock' https://t.co/hu5WU4h99N,31,FoxNews
-0.3612,Fri Jun 08 12:06:19 +0000 2018,0.2,0.8,0.0,Dr. Eric Mueller's tips for fighting pet obesity (via @JaninePuhak) https://t.co/VPnIhViHhF,32,FoxNews
-0.3182,Fri Jun 08 12:04:18 +0000 2018,0.187,0.813,0.0,Lawmakers hold hearing on treating burn pit victims https://t.co/Kff0H1pWdN @FoxFriendsFirst https://t.co/fjvXeAm9B1,33,FoxNews
-0.5413,Fri Jun 08 12:00:01 +0000 2018,0.219,0.781,0.0,".@pnjaban: ""[The Democrats have] completely lost their moral compass and they've forgotten about the men and women… https://t.co/RoWsKhBbHD",34,FoxNews
0.0,Fri Jun 08 11:58:56 +0000 2018,0.0,1.0,0.0,Final preparations underway ahead of Singapore summit @FoxFriendsFirst https://t.co/Ei3S8EaAkp,35,FoxNews
0.765,Fri Jun 08 11:56:14 +0000 2018,0.0,0.68,0.32,OPINION: Trump prepares for North Korea summit as a great performer -- like Reagan (via @FoxNewsOpinion) https://t.co/qdBpcdtgkm,36,FoxNews
0.0,Fri Jun 08 11:46:19 +0000 2018,0.0,1.0,0.0,.@POTUS flying to Canada for G7 summit https://t.co/kthnrspTQC https://t.co/U1hldfyukz,37,FoxNews
0.4843,Fri Jun 08 11:45:01 +0000 2018,0.0,0.813,0.187,"""He gets an A for effort."" This delivery person didn't miss a beat when he noticed the doormat had special instruct… https://t.co/8fdpC3r5hY",38,FoxNews
0.0,Fri Jun 08 11:41:42 +0000 2018,0.0,1.0,0.0,Awaiting @POTUS departure https://t.co/V3bltOQvvo,39,FoxNews
-0.5574,Fri Jun 08 11:39:11 +0000 2018,0.184,0.816,0.0,"Celebrity chef Anthony Bourdain died at the age of 61, CNN reported early Friday morning. https://t.co/EBPYQWTrgb https://t.co/8ccZNjDfdz",40,FoxNews
0.0,Fri Jun 08 11:31:00 +0000 2018,0.0,1.0,0.0,".@RevJJackson: ""[@POTUS] used the Philadelphia @Eagles, who in fact did not take a knee last year, as a basis to tu… https://t.co/SB4Xjnx4Bt",41,FoxNews
-0.5574,Fri Jun 08 11:28:21 +0000 2018,0.175,0.825,0.0,"Breaking News: Celebrity chef Anthony Bourdain died at the age of 61, CNN reported early Friday morning.… https://t.co/a7tVousvy3",42,FoxNews
-0.5106,Fri Jun 08 11:15:00 +0000 2018,0.13,0.87,0.0,"Alice Johnson on prison release: ""The only way that I was able to make it through that time, and this is the truth,… https://t.co/Vor8FAUvyQ",43,FoxNews
-0.6249,Fri Jun 08 10:58:00 +0000 2018,0.319,0.681,0.0,"Trump accuses Trudeau, Macron of imposing 'massive' economic pressures on US ahead of G7 summit https://t.co/pmF9D6OBvB",44,FoxNews
-0.2263,Fri Jun 08 10:44:00 +0000 2018,0.147,0.853,0.0,Illegal-immigrant apprehensions at the border spiked in May compared to 2017. https://t.co/Y3WsqrADuL,45,FoxNews
-0.4215,Fri Jun 08 10:30:00 +0000 2018,0.259,0.741,0.0,An impromptu “bullfight” broke out in a California neighborhood. https://t.co/tJk09xYpBK,46,FoxNews
-0.5719,Fri Jun 08 10:13:00 +0000 2018,0.209,0.791,0.0,Tentative GOP deal on visas for 'Dreamers' throws talks on immigration bill into chaos.  https://t.co/QkOynzEOuV,47,FoxNews
0.0,Fri Jun 08 10:00:01 +0000 2018,0.0,1.0,0.0,TODAY: @mercyme performs LIVE as part of the @foxandfriends' All-American Summer Concert Series. Tune in to Fox New… https://t.co/yn2eK9Kflj,48,FoxNews
0.765,Fri Jun 08 09:58:00 +0000 2018,0.0,0.663,0.337,"On @dailybriefing, @SenWarren told @DanaPerino she hopes President @realDonaldTrump has a successful meeting with N… https://t.co/5R3NdnurpA",49,FoxNews
-0.6249,Fri Jun 08 09:44:00 +0000 2018,0.254,0.746,0.0,'He's a Domestic Enemy': Jailed Sailor Considering Lawsuit Against Obama Blasts Comey for Making Clinton 'Above the… https://t.co/EhO3jgQKji,50,FoxNews
-0.4939,Fri Jun 08 09:14:00 +0000 2018,0.242,0.758,0.0,Authorities find stolen van carrying more than a dozen show dogs. https://t.co/b47dY2dSsz,51,FoxNews
0.0,Fri Jun 08 09:02:00 +0000 2018,0.0,1.0,0.0,"During a bilateral press conference with Japanese Prime Minister @AbeShinzo Thursday, President @realDonaldTrump di… https://t.co/aNsHJdaWzA",52,FoxNews
0.1012,Fri Jun 08 08:43:00 +0000 2018,0.113,0.755,0.132,.@POTUS: “There has never been a better time to invest in the United States…Our economy is absolutely booming.” https://t.co/QUvXaknLTu,53,FoxNews
0.7978,Fri Jun 08 08:30:00 +0000 2018,0.0,0.716,0.284,".@POTUS on Otto Warmbier: ""He has not died in vain...So to the Warmbier family, our love and our respect."" https://t.co/cWPd0kxnU6",54,FoxNews
-0.2732,Fri Jun 08 08:16:00 +0000 2018,0.104,0.896,0.0,"Kristian Saucier on suing Obama administration: ""We shouldn't be subjected to a separate set of laws than Hillary C… https://t.co/7vBfUdedeN",55,FoxNews
0.0,Fri Jun 08 07:55:01 +0000 2018,0.0,1.0,0.0,"Police seek customers who smoked weed, walked out on $420 restaurant bill. https://t.co/zmgn21nbJK",56,FoxNews
0.0,Fri Jun 08 07:40:00 +0000 2018,0.0,1.0,0.0,"On @AmericaNewsroom, RNC spokesperson @kayleighmcenany called out feminists for not defending @FLOTUS Melania Trump… https://t.co/CYzf5CfCRu",57,FoxNews
-0.8957,Fri Jun 08 07:35:00 +0000 2018,0.495,0.505,0.0,"Illegal immigrant found guilty of killing a Kansas mom, kidnapping her 6-day old baby. https://t.co/R34a5h57Ds",58,FoxNews
0.0,Fri Jun 08 07:20:00 +0000 2018,0.0,1.0,0.0,Giant gators surround couple during 'snappy' proposal at Florida theme park. https://t.co/ISXeCN4qsv,59,FoxNews
-0.8176,Fri Jun 08 07:03:00 +0000 2018,0.385,0.615,0.0,Woman pleads guilty to making up rape allegations against two college football players. https://t.co/nbVXSs8DEY,60,FoxNews
0.3612,Fri Jun 08 06:47:00 +0000 2018,0.0,0.815,0.185,Texas police thank students for botched toilet paper and eggs prank. https://t.co/HwXvjfw264,61,FoxNews
-0.1531,Fri Jun 08 06:27:00 +0000 2018,0.181,0.714,0.105,Lawmakers demand answers at hearing over how VA is helping tens of thousands of burn pit victims. https://t.co/1DQxYtM1j6,62,FoxNews
-0.5574,Fri Jun 08 06:15:00 +0000 2018,0.275,0.634,0.092,California man gets death sentence in torture-killing of 8-year-old boy. https://t.co/eRhyZVYNrH,63,FoxNews
0.4678,Fri Jun 08 06:02:00 +0000 2018,0.0,0.824,0.176,".@SenWarren: ""I hope to see the president succeed in North Korea, but that means getting rid of those nuclear weapo… https://t.co/kcH65GyjhA",64,FoxNews
0.7845,Fri Jun 08 05:45:01 +0000 2018,0.0,0.582,0.418,".@IngrahamAngle: ""Voters are feeling the improvement in the economy, and they're rewarding President… https://t.co/MfU2qb0jlg",65,FoxNews
-0.6705,Fri Jun 08 05:29:00 +0000 2018,0.243,0.757,0.0,"ATF agent shot outside Chicago during controlled drug buy, another person killed, official says. https://t.co/YHkFUHcjXU",66,FoxNews
0.7717,Fri Jun 08 05:14:00 +0000 2018,0.0,0.661,0.339,"Alice Johnson on @POTUS granting her clemency: ""I promise you President @realDonaldTrump, I will make you proud tha… https://t.co/mYcY3KWgNM",67,FoxNews
0.3182,Fri Jun 08 05:02:00 +0000 2018,0.0,0.874,0.126,A Nevada homeowners association has apologized to one of its residents after telling him to remove a large… https://t.co/cZQWJTsZY3,68,FoxNews
0.0,Fri Jun 08 04:45:00 +0000 2018,0.0,1.0,0.0,DOJ watchdog sets date for release of long-awaited review of @HillaryClinton probe. https://t.co/OiJXEiF0Qi,69,FoxNews
-0.8271,Fri Jun 08 04:30:00 +0000 2018,0.492,0.374,0.134,Jonestown survivor recalls cult's mass suicide: 'This was murder' https://t.co/SbTPheyder,70,FoxNews
0.7506,Fri Jun 08 04:15:00 +0000 2018,0.0,0.701,0.299,".@POTUS has record approval on the economy, confidence with North Korea negotiations, Fox News poll shows. https://t.co/Cns0Ke7x3E",71,FoxNews
0.4843,Fri Jun 08 04:00:00 +0000 2018,0.0,0.813,0.187,"""He gets an A for effort."" This delivery person didn't miss a beat when he noticed the doormat had special instruct… https://t.co/gcsOhtUjve",72,FoxNews
0.0,Fri Jun 08 03:45:00 +0000 2018,0.0,1.0,0.0,President @realDonaldTrump calls for probe into claims the Obama administration tried to give Iran access to U.S. b… https://t.co/VaQUgEVTdG,73,FoxNews
0.2023,Fri Jun 08 03:31:20 +0000 2018,0.152,0.657,0.192,"Washington @Capitals win their first #StanleyCup title, beating Vegas @GoldenKnights 4-3 in Game 5.

https://t.co/wqwlZaz66h",74,FoxNews
-0.5106,Fri Jun 08 03:30:00 +0000 2018,0.191,0.809,0.0,Silicon Valley giants such as @facebook and @amazon empower far-left Southern Poverty Law Center. https://t.co/TXPt97zbfS,75,FoxNews
0.8038,Fri Jun 08 03:25:08 +0000 2018,0.0,0.702,0.298,"STANLEY CUP CHAMPS: The Washington @Capitals have won their first Stanley Cup, pulling out a 4-3 victory Thursday a… https://t.co/RH5g4tVhc4",76,FoxNews
-0.4588,Fri Jun 08 03:15:01 +0000 2018,0.294,0.588,0.118,".@BillClinton says 'I regret' missed chance to 'end' North Korea missile program
https://t.co/UCzcSzqwab",77,FoxNews
-0.4939,Fri Jun 08 03:00:00 +0000 2018,0.262,0.738,0.0,".@KimKardashian advocates for Alice Johnson, others who are jailed https://t.co/b6lyAwNSqA",78,FoxNews
0.3612,Fri Jun 08 02:53:33 +0000 2018,0.0,0.815,0.185,Texas police thank students for botched toilet paper and eggs prank. https://t.co/HwXvjfw264,79,FoxNews
