Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Fri Jun 08 02:44:53 +0000 2018,0.0,1.0,0.0,".@RevJJackson: ""[@POTUS] used the Philadelphia @Eagles, who in fact did not take a knee last year, as a basis to tu… https://t.co/xiRllXymT9",80,FoxNews
-0.2732,Fri Jun 08 02:41:32 +0000 2018,0.123,0.877,0.0,BREAKING NEWS: Senate Intel ex-security director indicted on false-statements charges in probe of possible leaks. https://t.co/HAMGYm6DCD,81,FoxNews
0.4404,Fri Jun 08 02:37:14 +0000 2018,0.0,0.828,0.172,Terrell Owens makes the unprecedented choice not to attend Hall of Fame induction ceremony. https://t.co/JLhQ4dbWra,82,FoxNews
0.6908,Fri Jun 08 02:28:42 +0000 2018,0.0,0.661,0.339,".@mschlapp: ""The American people are practical. They want jobs, they want economic prospects to improve, and they w… https://t.co/owMHgfab83",83,FoxNews
0.0,Fri Jun 08 02:26:35 +0000 2018,0.0,1.0,0.0,'Sons of Anarchy' actor Alan O'Neill dies at 47 https://t.co/4fJ6XyPVwa,84,FoxNews
0.5267,Fri Jun 08 02:21:21 +0000 2018,0.0,0.746,0.254,Justice Department looking into possible leaks from former Senate aide. https://t.co/U3vgZ722Rq,85,FoxNews
-0.5413,Fri Jun 08 02:17:17 +0000 2018,0.219,0.781,0.0,".@pnjaban: ""[The Democrats have] completely lost their moral compass and they've forgotten about the men and women… https://t.co/hXbA2dzfwS",86,FoxNews
0.7845,Fri Jun 08 02:08:43 +0000 2018,0.0,0.582,0.418,".@IngrahamAngle: ""Voters are feeling the improvement in the economy, and they're rewarding President… https://t.co/cS16RBoTmz",87,FoxNews
0.0,Fri Jun 08 01:58:12 +0000 2018,0.0,1.0,0.0,'Tell Me Why It's Not Spying': Tucker Debates Bush Ethics Lawyer over FBI Informant's Trump Campaign Links. https://t.co/mHGRB7C7dY,88,FoxNews
-0.5574,Fri Jun 08 01:50:57 +0000 2018,0.275,0.634,0.092,California man gets death sentence in torture-killing of 8-year-old boy https://t.co/d3HbAbRSar,89,FoxNews
0.1779,Fri Jun 08 01:47:58 +0000 2018,0.136,0.68,0.184,House approves bill to cancel $15B in spending at Trump's request https://t.co/0ug4CNyZvV,90,FoxNews
0.1655,Fri Jun 08 01:39:03 +0000 2018,0.0,0.895,0.105,"OPINION: Trump has the power to pardon himself, but that could get him impeached https://t.co/zelRH2tGDZ",91,FoxNews
-0.5423,Fri Jun 08 01:30:54 +0000 2018,0.241,0.759,0.0,Patriots' Julian Edelman facing 4-game suspension for violating NFL's PED policy https://t.co/kRd3fSW0kR,92,FoxNews
0.6124,Fri Jun 08 01:27:00 +0000 2018,0.079,0.654,0.266,ABC exec's 'Roseanne' praise creates awkwardness at network after magazine prints quotes from before show's cancell… https://t.co/rRXDtRLfj9,93,FoxNews
0.5719,Fri Jun 08 01:21:13 +0000 2018,0.0,0.837,0.163,"""I'm rowing for Charli."" Captain Hunter Barnhill, 30, was overjoyed to meet Charli Butler, 9, during the 2018 DoD… https://t.co/nrH8Iz0oC5",94,FoxNews
-0.6249,Fri Jun 08 01:16:28 +0000 2018,0.421,0.579,0.0,Cattle battle: Bulls caught fighting in California neighborhood https://t.co/CVWpAtsmef,95,FoxNews
0.7003,Fri Jun 08 01:11:25 +0000 2018,0.0,0.721,0.279,"President @realDonaldTrump: ""I hope the upcoming meeting in Singapore represents the beginning of a bright new futu… https://t.co/Y9WXCjFpnw",96,FoxNews
-0.5719,Fri Jun 08 00:57:16 +0000 2018,0.209,0.791,0.0,Tentative GOP deal on visas for 'Dreamers' throws talks on immigration bill into chaos. https://t.co/QkOynzndDn,97,FoxNews
0.0,Fri Jun 08 00:48:19 +0000 2018,0.0,1.0,0.0,"Dozens of pencils, 7 tweezers found inside inmate's 'birth canal,' Georgia sheriff's office says. https://t.co/JV0hhBBVCJ",98,FoxNews
0.5106,Fri Jun 08 00:43:53 +0000 2018,0.0,0.699,0.301,".@JetBlue changing emotional support animal policy, adding requirements for additional documentation. https://t.co/mrXulYj0Yj",99,FoxNews
-0.34,Fri Jun 08 14:31:04 +0000 2018,0.366,0.407,0.227,What to do when a loved one is severely depressed https://t.co/3Qd32EdtdY,0,NYTimes
-0.8176,Fri Jun 08 14:16:05 +0000 2018,0.333,0.667,0.0,"At least 35 people were killed when Russian warplanes attacked a rebel-held village in northwestern Syria, a Syrian… https://t.co/J2x1F10SMO",1,NYTimes
0.3612,Fri Jun 08 14:06:05 +0000 2018,0.0,0.884,0.116,"""It's a bit like therapy. People who are marginalized or not cisgender are doing it because it's urgent,"" the write… https://t.co/8AzwXDWuNa",2,NYTimes
0.0,Fri Jun 08 13:45:09 +0000 2018,0.0,1.0,0.0,"""Quick reminder: The fallout from this meeting could be actual fallout."" Stephen Colbert wants Trump to prepare mor… https://t.co/ss2rnFWFXb",3,NYTimes
-0.6705,Fri Jun 08 13:31:07 +0000 2018,0.2,0.8,0.0,The Israeli military published a video aimed at showing that a Palestinian medic killed by Israeli forces was not t… https://t.co/SDbAs84ueG,4,NYTimes
0.0258,Fri Jun 08 13:21:02 +0000 2018,0.0,0.942,0.058,"Two journalists, who helped lead a project to which prosecutors say Paul Manafort funneled more than $2 million fro… https://t.co/JCzKqPc4GE",5,NYTimes
-0.4767,Fri Jun 08 13:11:04 +0000 2018,0.154,0.846,0.0,"The president said he looked forward to addressing ""unfair Trade Deals"" with Britain, Canada, France, Germany, Ital… https://t.co/xVSjYdcTpH",6,NYTimes
0.0,Fri Jun 08 13:00:20 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/xGQLRwWfmB https://t.co/Ex6BRUWjhW,7,NYTimes
-0.5423,Fri Jun 08 12:50:09 +0000 2018,0.2,0.8,0.0,President Trump said that his decision to abandon the Iran deal had already curbed Iran's aggressive behavior. He c… https://t.co/gmY6FpgKEU,8,NYTimes
0.3182,Fri Jun 08 12:43:47 +0000 2018,0.0,0.892,0.108,"Breaking News: President Trump said he supported readmitting Russia to the Group of 7, putting him further at odds… https://t.co/mp9fKpqN9P",9,NYTimes
0.0,Fri Jun 08 12:40:00 +0000 2018,0.0,1.0,0.0,"For the past several years, Anthony Bourdain hosted the show ""Parts Unknown"" on CNN and was working on an episode i… https://t.co/0KPrjoIdSx",10,NYTimes
-0.7351,Fri Jun 08 12:31:05 +0000 2018,0.256,0.744,0.0,"In the hours before the G7, President Trump and the other leaders waged a nasty Twitter fight over trade, ditching… https://t.co/R9QgkMRDsp",11,NYTimes
0.0,Fri Jun 08 12:20:09 +0000 2018,0.0,1.0,0.0,A shopping mall in China introduced pedestrian lanes for walkers who are glued to their phones https://t.co/Ny75iiDoLX,12,NYTimes
0.5267,Fri Jun 08 12:11:05 +0000 2018,0.0,0.825,0.175,"Your daily @DealBook Briefing:

• Verizon names its next CEO. 

• The Justice Department’s antitrust chief weighs i… https://t.co/HPwueTzstC",13,NYTimes
-0.4019,Fri Jun 08 12:01:28 +0000 2018,0.137,0.863,0.0,The Twitter habits of a sports executive’s wife have caused him to lose his job in inglorious fashion https://t.co/hbIzaj7SC3,14,NYTimes
-0.8555,Fri Jun 08 11:45:03 +0000 2018,0.307,0.693,0.0,"A year after the death of Freddie Gray, a teenager known as Nook was shot and killed by a police officer in Baltimo… https://t.co/SsbHrVzjBn",15,NYTimes
0.0,Fri Jun 08 11:42:32 +0000 2018,0.0,1.0,0.0,"Breaking News: Anthony Bourdain, whose memoir about the dark corners of New York’s restaurants started a TV career,… https://t.co/x9oLeqDwjZ",16,NYTimes
0.0,Fri Jun 08 11:30:09 +0000 2018,0.0,1.0,0.0,"Justin Trudeau said at a news conference with Emmanuel Macron that ""we are going to defend our industries and our w… https://t.co/RtA9at0bcZ",17,NYTimes
-0.6705,Fri Jun 08 11:15:10 +0000 2018,0.176,0.824,0.0,The relatives of a Baltimore teenager think they know the name of the police officer who killed him. But when his m… https://t.co/sNMkreeTFr,18,NYTimes
-0.4588,Fri Jun 08 11:00:13 +0000 2018,0.143,0.857,0.0,"Bullhorns, banners, drones and spray paint have all been banned around the resort island where President Trump and… https://t.co/j7t3zXCmmQ",19,NYTimes
-0.3182,Fri Jun 08 10:44:04 +0000 2018,0.103,0.897,0.0,"Matt Lauer, who lost his job over sexual misconduct allegations, will be allowed to keep his ranch in New Zealand,… https://t.co/m7iKk4768X",20,NYTimes
0.0,Fri Jun 08 10:31:05 +0000 2018,0.0,1.0,0.0,"""Iran is not the same country that it was a few months ago,"" President Trump said https://t.co/xvVwjJjHdI",21,NYTimes
-0.2732,Fri Jun 08 10:14:06 +0000 2018,0.104,0.896,0.0,"A dermatologist who can be seen on video dancing to the hip-hop song ""Cut It"" while performing a surgical procedure… https://t.co/HkbDalUxua",22,NYTimes
0.0,Fri Jun 08 10:00:11 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/JQo2O2Pkc3 https://t.co/Iv7TtOAWnx,23,NYTimes
0.296,Fri Jun 08 09:46:01 +0000 2018,0.0,0.891,0.109,"In Opinion

Op-Ed contributor @kenbensinger writes: Vladimir Putin saw hosting the World Cup as a vital way to proj… https://t.co/brs1japTBR",24,NYTimes
-0.0772,Fri Jun 08 09:30:02 +0000 2018,0.067,0.933,0.0,"After heavy lobbying by the chemical industry, the Trump administration is scaling back the way it conducts safety… https://t.co/QoJHNre15B",25,NYTimes
0.6986,Fri Jun 08 09:16:02 +0000 2018,0.0,0.757,0.243,"""The American President may not mind being isolated, but neither do we mind signing a 6 country agreement if need b… https://t.co/AtXCtuRZJ6",26,NYTimes
0.6486,Fri Jun 08 08:59:05 +0000 2018,0.0,0.762,0.238,"The Justice Department secretly seized years' worth of a New York Times reporter’s phone and email records, its fir… https://t.co/K6mfvUoIIx",27,NYTimes
-0.4767,Fri Jun 08 08:44:06 +0000 2018,0.272,0.728,0.0,President Trump exaggerated trade deficit with the European Union by $50 billion https://t.co/68PcSAbFrs,28,NYTimes
-0.8655,Fri Jun 08 08:44:06 +0000 2018,0.386,0.614,0.0,"""It is a tremendously difficult disease to suffer with alone and unfortunately in the U.S. we don't talk about it e… https://t.co/MTtCNULsL7",29,NYTimes
0.5859,Fri Jun 08 08:31:05 +0000 2018,0.156,0.563,0.281,"The deal to save China's ZTE puts the United States in an awkward position as it punishes allies like Canada, Mexic… https://t.co/jWDb8kTW3Y",30,NYTimes
0.5574,Fri Jun 08 08:15:07 +0000 2018,0.0,0.833,0.167,RT @nytimesworld: Britain's Supreme Court voted on technical grounds to dismiss a bid to overturn Northern Ireland restrictive abortion law…,31,NYTimes
-0.2263,Fri Jun 08 08:02:04 +0000 2018,0.087,0.913,0.0,"In the largest protests in Jordan since the Arab Spring in 2011, thousands took to the streets against the divisive… https://t.co/Ab4yizEppw",32,NYTimes
0.0,Fri Jun 08 07:47:03 +0000 2018,0.0,1.0,0.0,We found a trove of secret documents after Mosul fell. It led us to the mother of an ISIS official. https://t.co/Czw4Zc0YHh,33,NYTimes
0.0,Fri Jun 08 07:32:02 +0000 2018,0.0,1.0,0.0,"A 4-ingredient, 5-star roast chicken recipe https://t.co/vyd1ObR00J",34,NYTimes
0.0,Fri Jun 08 07:17:02 +0000 2018,0.0,1.0,0.0,"RT @nytopinion: Years before his Trump-Russia dossier, the British spy Christopher Steele investigated Moscow’s meddling in another vote —…",35,NYTimes
-0.802,Fri Jun 08 07:02:05 +0000 2018,0.31,0.69,0.0,"In 40 seconds, Rakhmat Akilov killed 5 people and injured almost a dozen others before crashing into a department s… https://t.co/8c8nVJou35",36,NYTimes
0.2732,Fri Jun 08 06:32:06 +0000 2018,0.0,0.913,0.087,"RT @NYTHealth: An inexpensive blood test can predict a pregnant woman’s due date as well as ultrasound, scientists find. It might even be a…",37,NYTimes
0.4019,Fri Jun 08 06:06:41 +0000 2018,0.106,0.698,0.196,"""It could be the first time that all art enemies and art lovers can agree about one thing,"" said one of the artists… https://t.co/gHHAqGqh94",38,NYTimes
0.0,Fri Jun 08 05:49:06 +0000 2018,0.0,1.0,0.0,"Almost all mammals experience REM sleep, but even today researchers debate why it exists. These seals may provide a… https://t.co/PBCz7xcIGq",39,NYTimes
0.0,Fri Jun 08 05:32:04 +0000 2018,0.0,1.0,0.0,"RT @ConorDougherty: While the rest of the economy has been supercharged by computers, machines and robots, construction is about as efficie…",40,NYTimes
0.0762,Fri Jun 08 05:05:02 +0000 2018,0.0,0.939,0.061,Couples do not pay for their wedding announcements to appear in The Times. Busy weeks have sometimes yielded up to… https://t.co/5k6h7TxbKB,41,NYTimes
-0.8316,Fri Jun 08 04:47:01 +0000 2018,0.352,0.552,0.096,RT @NYTObits: There are no heroes in David Douglas Duncan’s images of war. The combat photographer has died at 102. His NYT obit: https://t…,42,NYTimes
0.0,Fri Jun 08 04:21:01 +0000 2018,0.0,1.0,0.0,RT @dannyhakim: Their name is Uihlein. Their company is Uline. A look at the biggest GOP mega donors most people haven't heard about. w/ @s…,43,NYTimes
-0.7506,Fri Jun 08 04:07:28 +0000 2018,0.348,0.652,0.0,Uzbek Asylum Seeker Gets Life in Prison for Deadly Truck Attack in Sweden https://t.co/wqzjzGjt4k,44,NYTimes
-0.25,Fri Jun 08 04:02:04 +0000 2018,0.105,0.895,0.0,Robert Mueller’s accusation this week that Paul Manafort tried to tamper with potential witnesses originated with 2… https://t.co/F0Cm6XVskH,45,NYTimes
0.34,Fri Jun 08 03:46:05 +0000 2018,0.0,0.862,0.138,"Review: ""Hereditary,"" Ari Aster’s debut feature, is engaging, unsettling and unpredictable. @AOScott named it a Cri… https://t.co/VaWM1AzJkP",46,NYTimes
0.0,Fri Jun 08 03:32:03 +0000 2018,0.0,1.0,0.0,Facebook bug changed privacy settings of up to 14 million users https://t.co/sNP1kLgFpG,47,NYTimes
0.5859,Fri Jun 08 03:14:39 +0000 2018,0.0,0.678,0.322,The Washington Capitals Win Their First Stanley Cup https://t.co/JGpV8lhN2y,48,NYTimes
0.5719,Fri Jun 08 03:11:07 +0000 2018,0.0,0.619,0.381,"RT @NYTSports: Time to celebrate, DC. https://t.co/5doMjhWway",49,NYTimes
0.0,Fri Jun 08 03:07:26 +0000 2018,0.0,1.0,0.0,"Ontario’s Conservatives, Led by Brash Populist, Oust Liberals https://t.co/VNgKOQD9gM",50,NYTimes
-0.4404,Fri Jun 08 03:06:06 +0000 2018,0.127,0.873,0.0,"When José, 5,  landed in Michigan, all he carried was a trash bag stuffed with dirty clothes from his dayslong trek… https://t.co/u6XDBQEyq2",51,NYTimes
-0.4767,Fri Jun 08 02:54:04 +0000 2018,0.14,0.86,0.0,A former Senate aide was arrested as part of a leaks investigation that also involved the seizure of a New York Tim… https://t.co/xG3vIJCsRQ,52,NYTimes
0.0,Fri Jun 08 02:47:05 +0000 2018,0.0,1.0,0.0,"How Guatemala’s Fuego volcano released a flow of hot gas and volcanic rock, consuming villages and a golf resort in… https://t.co/CSZw7E79vp",53,NYTimes
0.1531,Fri Jun 08 02:32:01 +0000 2018,0.231,0.375,0.394,"Weight training may help to ease or prevent depression
https://t.co/N2lhpIy2v5",54,NYTimes
-0.701,Fri Jun 08 02:17:05 +0000 2018,0.309,0.691,0.0,A Texas man who decapitated a rattlesnake almost died after getting bit by the severed head https://t.co/rCWWU5asCp,55,NYTimes
0.0,Fri Jun 08 02:02:04 +0000 2018,0.0,1.0,0.0,RT @kenvogel: JUST POSTED: MANAFORT secretly steered $2.4M to a company run by two journalists tasked with getting European pols to vouch f…,56,NYTimes
0.25,Fri Jun 08 01:47:07 +0000 2018,0.094,0.769,0.137,"The Trump administration told a federal court that it would no longer defend key parts of the Affordable Care Act,… https://t.co/Y6SFyjI5Zo",57,NYTimes
0.516,Fri Jun 08 01:31:06 +0000 2018,0.108,0.633,0.259,RT @adamgoldmanNYT: SCOOP: Justice Dept. Seizes Times Reporter’s Email and Phone Records in Leak Investigation https://t.co/LZedWVrjvq with…,58,NYTimes
0.5267,Fri Jun 08 01:22:15 +0000 2018,0.0,0.841,0.159,"The Justice Department seized a Times reporter’s phone and email records, its first known use of such an aggressive… https://t.co/ELMB7M6GYv",59,NYTimes
-0.5106,Fri Jun 08 01:17:05 +0000 2018,0.125,0.875,0.0,RT @shearm: Rarely — if ever — has there been the kind of visceral and unanimous outrage at an American president. My story about what @rea…,60,NYTimes
0.0,Fri Jun 08 01:02:04 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/TbrRYwYVdY,61,NYTimes
0.0,Fri Jun 08 00:47:04 +0000 2018,0.0,1.0,0.0,"Here’s the full list of the 12 investigations Scott Pruitt faces at the EPA, from his $50-a-night condo to his $3.5… https://t.co/KRamG4hKdf",62,NYTimes
0.0,Fri Jun 08 00:32:04 +0000 2018,0.0,1.0,0.0,"Mary Ann Shadd Cary was the first black woman in North America to edit and publish a newspaper, one of the first bl… https://t.co/cdGwgdfUxB",63,NYTimes
-0.5473,Fri Jun 08 00:17:04 +0000 2018,0.138,0.862,0.0,"RT @mirjordan: THE AGONY OF SEPARATION: When he landed in Michigan, all the little Honduran boy carried was a trash bag stuffed with dirty…",64,NYTimes
0.3612,Fri Jun 08 00:02:06 +0000 2018,0.062,0.806,0.133,"After heavy lobbying by the chemical industry, the EPA has significantly narrowed how it will conduct safety checks… https://t.co/S2HwPz0uGU",65,NYTimes
0.0,Thu Jun 07 23:47:05 +0000 2018,0.0,1.0,0.0,"Police officers in Baltimore used brass knuckles and baseball bats and went after drug dealers, because they kept c… https://t.co/ZBXCmqfnGD",66,NYTimes
-0.5267,Thu Jun 07 23:32:02 +0000 2018,0.18,0.82,0.0,A lost John Coltrane recording from 1963 will be released for the first time in June. His classic quartet cut the a… https://t.co/Afc7i4LsT8,67,NYTimes
-0.5267,Thu Jun 07 23:17:09 +0000 2018,0.139,0.861,0.0,"RT @patrickhealynyt: “I need an answer now. I am done waiting.” That’s Liz Uihlein, a new GOP force, threatening to nix a $300k donation to…",68,NYTimes
0.4767,Thu Jun 07 23:02:04 +0000 2018,0.0,0.846,0.154,Scientists for the first time have confidently identified on Mars a collection of carbon molecules used and produce… https://t.co/jh83XF3DK4,69,NYTimes
0.0,Thu Jun 07 22:47:03 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/tInzMv14EX,70,NYTimes
0.0,Thu Jun 07 22:32:06 +0000 2018,0.074,0.851,0.074,Half-price MetroCards for low-income New Yorkers: City leaders reached a tentative deal to pay for them after month… https://t.co/Et23OuJ7uM,71,NYTimes
0.0,Thu Jun 07 22:17:02 +0000 2018,0.0,1.0,0.0,RT @EricLiptonNYT: Been writing a lot re Pruitt's management of EPA/ethics questions. But real story: substantive changes in environmental…,72,NYTimes
0.0,Thu Jun 07 22:06:07 +0000 2018,0.0,1.0,0.0,We found a trove of secret documents after Mosul fell. It led us to the mother of an ISIS official. https://t.co/lunGGHl5cE,73,NYTimes
0.0,Thu Jun 07 21:56:02 +0000 2018,0.0,1.0,0.0,"A 4-ingredient, 5-star roast chicken recipe https://t.co/1OsIZ8w5JG",74,NYTimes
0.0,Thu Jun 07 21:46:02 +0000 2018,0.0,1.0,0.0,"This weekend, get thee to Shakespeare in the Park — or a Shakespeare performance fueled by shots… https://t.co/2pk8E92BKH",75,NYTimes
-0.4019,Thu Jun 07 21:30:16 +0000 2018,0.137,0.863,0.0,The Twitter habits of a sports executive’s wife have caused him to lose his job in inglorious fashion https://t.co/nf99jqWkj1,76,NYTimes
0.0,Thu Jun 07 21:15:07 +0000 2018,0.0,1.0,0.0,“We should do more and talk less.” That was the message that 25-year-old Mary Ann Shadd Cary wrote in a 1848 letter… https://t.co/C4U508acy8,77,NYTimes
-0.4019,Thu Jun 07 21:01:05 +0000 2018,0.13,0.87,0.0,RT @TheSteinLine: .@StephenCurry30 insists on sitting next to him while injured and @ShaunLivingston calls him the Warriors’ “little brothe…,78,NYTimes
-0.4019,Thu Jun 07 20:45:04 +0000 2018,0.114,0.886,0.0,"Is Glen Buchenbach a rare Scotch? Nope. It's made in Germany, and a dispute over the name wound up in front of Euro… https://t.co/Ih3GLcSGtu",79,NYTimes
0.7717,Thu Jun 07 20:32:24 +0000 2018,0.0,0.774,0.226,RT @tannercurtis: The New York issue of @NYTmag is one of my favorites every year. Check out all of these beautiful stories and photos.   h…,80,NYTimes
0.1189,Thu Jun 07 20:30:05 +0000 2018,0.169,0.563,0.268,"More and more, politicians in competitive races are using emotional pleas about opioid abuse to woo voters https://t.co/n3rrYdJMY7",81,NYTimes
0.0,Thu Jun 07 20:15:06 +0000 2018,0.0,1.0,0.0,"The New Jersey Legislature voted to legalize sports betting, paving the way for casinos and racetracks to take wage… https://t.co/tCk0BA1zKk",82,NYTimes
0.7783,Thu Jun 07 20:07:02 +0000 2018,0.0,0.764,0.236,RT @MichaelPaulson: Who will win the big prizes at @TheTonyAwards on Sunday? We talked to more than 100 voters. Here are our predictions: h…,83,NYTimes
0.0762,Thu Jun 07 20:00:21 +0000 2018,0.0,0.939,0.061,Couples do not pay for their wedding announcements to appear in The Times. Busy weeks have sometimes yielded up to… https://t.co/icHeFKJJX7,84,NYTimes
-0.2263,Thu Jun 07 19:53:08 +0000 2018,0.112,0.888,0.0,RT @kchangnyt: Life not discovered on Mars. But the building blocks of life have been. https://t.co/mBl876Aj1k,85,NYTimes
0.0,Thu Jun 07 19:45:07 +0000 2018,0.0,1.0,0.0,"Almost all mammals experience REM sleep, but even today researchers debate why it exists. These seals may provide a… https://t.co/UqLbNybE2U",86,NYTimes
-0.2716,Thu Jun 07 19:30:11 +0000 2018,0.162,0.838,0.0,Delta is the latest carrier to warn that flights may become more costly as fuel prices rise https://t.co/5t03tmFVVd,87,NYTimes
0.2732,Thu Jun 07 19:30:06 +0000 2018,0.09,0.769,0.14,"Google, reeling from an employee protest over the use of artificial intelligence for military purposes, said it wou… https://t.co/8wKDgKuQjH",88,NYTimes
0.0,Thu Jun 07 19:15:05 +0000 2018,0.0,1.0,0.0,Democrats appear set to test whether conventionally liberal candidates — not left-wing activists — can make deep in… https://t.co/7i11sPcdbt,89,NYTimes
-0.128,Thu Jun 07 19:03:01 +0000 2018,0.067,0.933,0.0,RT @nytimesbusiness: Look to Iowa's vast acres of soybeans to understand why President Trump might soften his tough trade talk with China.…,90,NYTimes
-0.7181,Thu Jun 07 19:00:07 +0000 2018,0.24,0.76,0.0,"""E-scooters might look and feel kind of dorky, but they aren’t an urban menace or a harbinger of the apocalypse. In… https://t.co/it8U84rWRe",91,NYTimes
0.0624,Thu Jun 07 18:45:04 +0000 2018,0.109,0.771,0.12,"The judge could not help himself. He used terms like “bananafest” and “bananapalooza” at a hearing, after wondering… https://t.co/tYKJ0QI9Gt",92,NYTimes
-0.5267,Thu Jun 07 18:40:01 +0000 2018,0.159,0.841,0.0,An internal White House analysis of President Trump’s trade agenda has concluded that his tariffs will hurt economi… https://t.co/HaR035DEev,93,NYTimes
-0.9081,Thu Jun 07 18:30:04 +0000 2018,0.388,0.612,0.0,"While evil clowns and serial killers at sorority houses still haunt young viewers (and make tons of money), we’re i… https://t.co/5uQfjFaO4b",94,NYTimes
-0.5267,Thu Jun 07 18:22:35 +0000 2018,0.167,0.833,0.0,RT @nytimesarts: A lost John Coltrane recording from 1963 will be released for the first time in June. His classic quartet cut the album tw…,95,NYTimes
-0.5106,Thu Jun 07 18:15:02 +0000 2018,0.125,0.875,0.0,"Liz and Dick Uihlein are spending big to sway the opinions of voters, taking up the mantle of Steve Bannon in an ef… https://t.co/r4fV1sL3h4",96,NYTimes
-0.3818,Thu Jun 07 18:00:14 +0000 2018,0.126,0.874,0.0,Kate Spade came from the sort of modest beginnings to which the fashion world can seem overtly hostile https://t.co/2eyiuHsQ8W,97,NYTimes
0.0,Thu Jun 07 17:58:05 +0000 2018,0.0,1.0,0.0,"G-7 meetings are usually moments of camaraderie. But with President Trump the black sheep of a global family, the l… https://t.co/rRBrP0xruZ",98,NYTimes
-0.4404,Thu Jun 07 17:45:11 +0000 2018,0.127,0.873,0.0,"When José, 5,  landed in Michigan, all he carried was a trash bag stuffed with dirty clothes from his dayslong trek… https://t.co/LoPakwnHFM",99,NYTimes
